priority_rank,unit_id,building_id,city,location_type,building_type,unit_type,meter_type,connection_type,transformer_id,floor,floors,area_sqm,household_size,contracted_power_kw,latitude,longitude,readings,avg_consumption,median_consumption,std_consumption,total_consumption,avg_expected_kwh,total_expected_kwh,zero_days,low_expected_days,sudden_drop_days,flatline_days,weather_low_mismatch_days,normal_high_mismatch_days,avg_temp_mean,avg_weather_demand_pressure,fraud_label,anomaly_type,zero_ratio,flatline_ratio,low_expected_ratio,weather_mismatch_ratio,expected_gap_pct,kwh_per_sqm,kwh_per_person,cv_consumption,peer_avg_consumption,peer_low_gap_pct,estimated_missing_kwh_30d,estimated_loss_lek_30d,building_ai_anomaly_score,fraud_probability,consumption_deviation_score,peer_deviation_score,meter_behavior_score,weather_context_score,loss_impact_score,risk_score,risk_level,main_reason,recommended_action,alert_explanation
308,BLD-POG-0077-U002,BLD-POG-0077,Pogradec,City,Residential,Apartment,Unknown,Individual Meter,TR-POG,1,3,89.4,7,3.8,40.909621,20.638281,180,20.472916666666666,20.0405,3.896081536542257,3685.125,20.05157777777778,3609.284,0,0,0,0,0,0,6.771166666666667,0.7888888888888889,0,unknown,0.0,0.0,0.0,0.0,-0.02101275488434813,0.22900354213273674,2.924702380952381,0.19030417599880772,13.432394444444444,0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,4.26,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-POG-0077-U002 in BLD-POG-0077 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 0%."
309,BLD-POG-0067-U009,BLD-POG-0067,Pogradec,Village,Residential,Apartment,Unknown,Individual Meter,TR-POG,3,3,41.7,4,2.0,40.92708,20.705026,180,13.061472222222223,12.887,2.603636604646755,2351.065,12.988533333333335,2337.936,0,0,0,1,0,0,6.500944444444444,0.7833333333333333,0,unknown,0.0,0.005555555555555556,0.0,0.0,-0.005615637040534864,0.31322475353050894,3.2653680555555558,0.1993371467128369,14.927925,0.1250309589429058,0.0,0.0,17.23,0.0,0.0,12.5,0.19,0.0,0.0,4.25,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-POG-0067-U009 in BLD-POG-0067 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 13%, weather mismatch: 0%."
310,BLD-ELB-0065-U005,BLD-ELB-0065,Elbasan,City,Residential,Apartment,Unknown,Individual Meter,TR-ELB,0,2,150.2,2,5.5,41.118173,20.074028,180,19.896383333333333,19.3615,6.16100248252383,3581.349,19.163505555555556,3449.431,1,1,2,0,0,0,8.559666666666667,0.6611111111111111,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.0,-0.03824340884047247,0.13246593430980916,9.948191666666666,0.3096543919216724,14.909188888888888,0.0,0.0,0.0,23.26,0.00349399254246651,0.0,0.0,4.23,0.0,0.0,4.24,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-ELB-0065-U005 in BLD-ELB-0065 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -4%, peer low gap: 0%, weather mismatch: 0%."
311,BLD-FIE-0048-U001,BLD-FIE-0048,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,9,9,37.9,2,10.0,40.753178,19.540163,180,10.531444444444444,10.2055,3.1868597303663084,1895.66,10.299227777777778,1853.861,1,1,1,1,1,0,9.231055555555555,0.6055555555555555,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,-0.022546997860141558,0.2778745236001173,5.265722222222222,0.3026042388750807,11.755369444444444,0.1041162513678737,0.0,0.0,16.86,0.0,0.0,10.41,2.42,0.56,0.0,4.24,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0048-U001 in BLD-FIE-0048 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 10%, weather mismatch: 1%."
312,BLD-KRU-0030-U005,BLD-KRU-0030,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,0,10,92.6,1,6.8,41.50394,19.800183,180,11.219100000000001,10.504000000000001,3.2264914356553853,2019.438,11.016161111111112,1982.909,0,0,0,1,0,0,8.467444444444444,0.6611111111111111,0,unknown,0.0,0.005555555555555556,0.0,0.0,-0.018421924556295856,0.12115658747300218,11.219100000000001,0.28758915025763077,13.458855555555555,0.16641500804509538,0.0,0.0,13.89,0.0,0.0,16.64,0.19,0.0,0.0,4.23,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0030-U005 in BLD-KRU-0030 is Low risk because the strongest signal is below similar units. Expected gap: -2%, peer low gap: 17%, weather mismatch: 0%."
313,BLD-SHK-0036-U008,BLD-SHK-0036,Shkoder,City,Residential,Apartment,Unknown,Individual Meter,TR-SHK,0,10,49.2,3,5.0,42.053955,19.528337,180,10.42855,9.938500000000001,3.065315032567237,1877.139,10.162622222222222,1829.272,0,0,0,2,0,1,8.7365,0.6666666666666666,0,unknown,0.0,0.011111111111111112,0.0,0.005555555555555556,-0.026167240301059658,0.21196239837398373,3.476183333333333,0.29393492216724637,13.531888888888888,0.2293352328245215,0.0,0.0,8.48,0.0,0.0,22.93,0.38,0.56,0.0,4.22,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-SHK-0036-U008 in BLD-SHK-0036 is Low risk because the strongest signal is below similar units. Expected gap: -3%, peer low gap: 23%, weather mismatch: 1%."
314,BLD-KRU-0047-U002,BLD-KRU-0047,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,11,12,97.4,4,3.0,41.488769,19.769153,180,17.550116666666668,17.448,4.282879336485426,3159.021,17.461783333333333,3143.121,2,2,2,4,1,0,8.59838888888889,0.6666666666666666,0,unknown,0.011111111111111112,0.022222222222222223,0.011111111111111112,0.005555555555555556,-0.005058666211068631,0.1801860027378508,4.387529166666667,0.2440370863528215,13.458855555555555,0.0,0.0,0.0,22.78,0.0,0.0,0.0,5.22,0.56,0.0,4.21,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0047-U002 in BLD-KRU-0047 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 1%."
315,BLD-POG-0067-U006,BLD-POG-0067,Pogradec,Village,Residential,Apartment,Unknown,Individual Meter,TR-POG,3,3,162.7,4,5.2,40.924238,20.696904,180,20.924344444444444,20.3,5.241739570435622,3766.382,20.978255555555556,3776.086,2,2,2,0,2,0,6.6402777777777775,0.7611111111111111,0,unknown,0.011111111111111112,0.0,0.011111111111111112,0.011111111111111112,0.0025698567246615314,0.12860691115208633,5.231086111111111,0.25050914184445766,14.927925,0.0,1.6173333333333773,21.834000000000593,22.64,0.0,0.21,0.0,4.47,1.11,0.32,4.2,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-POG-0067-U006 in BLD-POG-0067 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 0%, peer low gap: 0%, weather mismatch: 1%."
316,BLD-GJI-0014-U008,BLD-GJI-0014,Gjirokaster,Village,Residential,Apartment,Unknown,Individual Meter,TR-GJI,0,7,55.2,2,4.3,40.129285,20.170337,180,8.636861111111111,8.5485,2.227613034116141,1554.635,8.565344444444444,1541.762,0,0,0,3,0,0,8.540777777777777,0.6388888888888888,0,unknown,0.0,0.016666666666666666,0.0,0.0,-0.008349537736693577,0.15646487520128824,4.3184305555555556,0.2579192840383147,10.982016666666667,0.21354507343571283,0.0,0.0,9.65,0.0,0.0,21.35,0.57,0.0,0.0,4.19,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0014-U008 in BLD-GJI-0014 is Low risk because the strongest signal is below similar units. Expected gap: -1%, peer low gap: 21%, weather mismatch: 0%."
317,BLD-BER-0063-U001,BLD-BER-0063,Berat,City,Residential,Apartment,Unknown,Individual Meter,TR-BER,0,2,126.4,4,7.3,40.713291,20.033755,180,17.242283333333333,17.1375,5.900768731545436,3103.611,17.20983888888889,3097.771,2,2,3,0,1,0,8.816222222222223,0.6055555555555555,0,unknown,0.011111111111111112,0.0,0.011111111111111112,0.005555555555555556,-0.0018852265064137697,0.1364104694092827,4.310570833333333,0.3422266423460216,12.972805555555556,0.0,0.0,0.0,20.87,0.0033627951940339734,0.0,0.0,6.47,0.56,0.0,4.17,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-BER-0063-U001 in BLD-BER-0063 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -0%, peer low gap: 0%, weather mismatch: 1%."
318,BLD-PES-0018-U003,BLD-PES-0018,Peshkopi,Village,Residential,Apartment,Unknown,Individual Meter,TR-PES,8,11,99.7,4,3.2,41.62617,20.410571,180,17.557494444444444,17.323999999999998,4.848073499195349,3160.349,18.072022222222223,3252.964,1,1,1,2,1,0,5.443388888888888,0.85,0,unknown,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.005555555555555556,0.02847095756362513,0.17610325420706563,4.389373611111111,0.2761255892482643,13.497733333333334,0.0,15.435833333333377,208.3837500000006,20.36,0.003762517563619332,2.37,0.0,2.61,0.56,3.09,4.17,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0018-U003 in BLD-PES-0018 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 3%, peer low gap: 0%, weather mismatch: 1%."
319,BLD-PES-0006-U001,BLD-PES-0006,Peshkopi,Village,Residential,Apartment,Unknown,Individual Meter,TR-PES,1,6,101.6,1,5.4,41.705349,20.408163,180,12.777566666666667,12.5635,2.814508427464404,2299.962,12.735727777777779,2292.431,1,1,1,3,1,0,5.328666666666667,0.8222222222222222,0,unknown,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.005555555555555556,-0.0032851588553809716,0.12576345144356957,12.777566666666667,0.22026951616748133,13.497733333333334,0.053354637321821996,0.0,0.0,19.95,0.0,0.0,5.34,2.8,0.56,0.0,4.14,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0006-U001 in BLD-PES-0006 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -0%, peer low gap: 5%, weather mismatch: 1%."
320,BLD-KOR-0053-U007,BLD-KOR-0053,Korce,City,Residential,Apartment,Unknown,Individual Meter,TR-KOR,1,3,75.3,3,8.4,40.619072,20.772891,180,12.92933888888889,12.0305,4.510054537895529,2327.281,12.455616666666666,2242.011,1,1,1,1,1,1,5.794888888888888,0.8166666666666667,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.011111111111111112,-0.03803281964272263,0.17170436771432787,4.30977962962963,0.3488232907075661,15.084311111111111,0.1428618255317519,0.0,0.0,11.68,0.006200148220467032,0.0,14.29,2.42,1.11,0.0,4.14,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KOR-0053-U007 in BLD-KOR-0053 is Low risk because the strongest signal is below similar units. Expected gap: -4%, peer low gap: 14%, weather mismatch: 1%."
321,BLD-LUS-0009-U008,BLD-LUS-0009,Lushnje,Village,Residential,Apartment,Unknown,Individual Meter,TR-LUS,11,12,35.2,5,8.2,40.996163,19.745723,180,15.713755555555556,15.564,3.4486521723471744,2828.476,15.853472222222223,2853.625,0,0,0,1,0,0,9.014722222222222,0.6111111111111112,0,unknown,0.0,0.005555555555555556,0.0,0.0,0.008813001007490474,0.4464135101010101,3.142751111111111,0.219467087937989,12.756574999999998,0.0,4.191500000000001,56.585250000000016,25.29,0.0,0.73,0.0,0.19,0.0,0.84,4.13,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-LUS-0009-U008 in BLD-LUS-0009 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 1%, peer low gap: 0%, weather mismatch: 0%."
322,BLD-ELB-0065-U013,BLD-ELB-0065,Elbasan,City,Residential,Apartment,Unknown,Individual Meter,TR-ELB,1,2,185.1,2,6.4,41.119478,20.078492,180,21.274222222222225,20.954500000000003,4.543888143288881,3829.36,21.057955555555555,3790.432,0,0,0,0,0,0,8.340944444444444,0.6722222222222223,0,unknown,0.0,0.0,0.0,0.0,-0.01027006948020714,0.11493366948796448,10.637111111111112,0.2135865695029975,14.909188888888888,0.0,0.0,0.0,26.42,0.0,0.0,0.0,0.0,0.0,0.0,4.13,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-ELB-0065-U013 in BLD-ELB-0065 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 0%."
323,BLD-PER-0004-U004,BLD-PER-0004,Permet,Village,Residential,Apartment,Unknown,Individual Meter,TR-PER,1,3,80.8,2,5.6,40.196069,20.304022,180,10.638883333333334,10.5755,2.469071551635346,1914.999,10.652111111111111,1917.38,2,2,2,1,1,0,8.218333333333334,0.6777777777777778,0,unknown,0.011111111111111112,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.0012417987044820802,0.13166934818481849,5.319441666666667,0.23207995372026943,13.084955555555554,0.18693775548849131,0.3968333333333085,5.357249999999665,7.82,0.0,0.1,18.69,4.66,0.56,0.08,4.11,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PER-0004-U004 in BLD-PER-0004 is Low risk because the strongest signal is below similar units. Expected gap: 0%, peer low gap: 19%, weather mismatch: 1%."
324,BLD-FIE-0043-U003,BLD-FIE-0043,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,4,11,39.0,4,5.6,40.742478,19.576432,180,12.889244444444444,12.03,5.121481200095326,2320.064,12.084827777777779,2175.2690000000002,0,0,0,0,0,2,9.398222222222223,0.5833333333333334,0,unknown,0.0,0.0,0.0,0.011111111111111112,-0.06656418125758223,0.33049344729344726,3.222311111111111,0.3973453387566717,11.755369444444444,0.0,0.0,0.0,18.17,0.035410002381262275,0.0,0.0,0.0,1.11,0.0,4.06,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0043-U003 in BLD-FIE-0043 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -7%, peer low gap: 0%, weather mismatch: 1%."
325,BLD-PES-0006-U002,BLD-PES-0006,Peshkopi,Village,Residential,Apartment,Unknown,Individual Meter,TR-PES,0,6,48.1,2,7.5,41.708141,20.41081,180,11.675794444444445,11.391,2.7684300064346266,2101.643,11.373827777777779,2047.289,1,1,1,3,1,0,5.644777777777778,0.8277777777777777,0,unknown,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.005555555555555556,-0.02654925611381688,0.24274000924000924,5.837897222222223,0.2371084913842326,13.497733333333334,0.13498109970727595,0.0,0.0,12.52,0.00250127356087621,0.0,13.5,2.8,0.56,0.0,4.06,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0006-U002 in BLD-PES-0006 is Low risk because the strongest signal is below similar units. Expected gap: -3%, peer low gap: 13%, weather mismatch: 1%."
326,BLD-KOR-0045-U007,BLD-KOR-0045,Korce,City,Residential,Apartment,Unknown,Individual Meter,TR-KOR,4,4,167.4,2,7.5,40.674702,20.789665,180,16.57077222222222,15.8565,4.9800674064121315,2982.739,15.913222222222222,2864.38,0,0,1,1,0,2,5.992444444444445,0.8277777777777777,0,unknown,0.0,0.005555555555555556,0.0,0.011111111111111112,-0.0413209839476605,0.09898908137528208,8.28538611111111,0.3005332123106258,15.084311111111111,0.0,0.0,0.0,23.04,0.003569555057465783,0.0,0.0,2.19,1.11,0.0,4.06,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KOR-0045-U007 in BLD-KOR-0045 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -4%, peer low gap: 0%, weather mismatch: 1%."
327,BLD-TIR-0022-U003,BLD-TIR-0022,Tirana,Village,Residential,Apartment,Unknown,Individual Meter,TR-TIR,6,6,51.1,4,4.7,41.380583,19.76798,180,12.82916111111111,12.8185,3.1566038007491195,2309.249,13.106838888888888,2359.2309999999998,3,3,3,1,2,0,9.328944444444444,0.6055555555555555,0,unknown,0.016666666666666666,0.005555555555555556,0.016666666666666666,0.011111111111111112,0.0211857168713025,0.25105990432702757,3.2072902777777776,0.2460491199237681,12.566569444444443,0.0,8.33033333333331,112.4594999999997,17.97,0.0,1.77,0.0,6.89,1.11,1.67,4.05,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0022-U003 in BLD-TIR-0022 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 2%, peer low gap: 0%, weather mismatch: 1%."
328,BLD-DUR-0032-U003,BLD-DUR-0032,Durres,Village,Residential,Apartment,Unknown,Individual Meter,TR-DUR,0,5,188.4,3,8.3,41.283324,19.534783,180,18.059816666666666,17.9235,3.5137483216469967,3250.767,17.794738888888887,3203.053,0,0,0,1,0,0,9.541222222222222,0.5888888888888889,0,unknown,0.0,0.005555555555555556,0.0,0.0,-0.01489641289107622,0.09585889950460014,6.0199388888888885,0.19456168279561697,12.442594444444444,0.0,0.0,0.0,23.59,0.0100885800050799,0.0,0.0,0.19,0.0,0.0,4.04,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0032-U003 in BLD-DUR-0032 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 0%."
329,BLD-KRU-0047-U013,BLD-KRU-0047,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,11,12,30.7,4,8.2,41.491796,19.769072,180,14.318494444444445,13.913,3.5446724513949737,2577.329,14.122127777777779,2541.983,1,1,1,2,1,0,8.603388888888889,0.6555555555555556,0,unknown,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.005555555555555556,-0.013904892361593252,0.4664004705030764,3.5796236111111113,0.24755901991988422,13.458855555555555,0.0,0.0,0.0,23.62,0.0,0.0,0.0,2.61,0.56,0.0,4.04,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0047-U013 in BLD-KRU-0047 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 1%."
330,BLD-KRU-0064-U001,BLD-KRU-0064,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,4,6,149.0,2,6.0,41.508212,19.723832,180,20.6334,19.9055,6.49978480400113,3714.012,20.483816666666666,3687.087,1,1,1,0,1,1,8.591722222222222,0.6722222222222223,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.011111111111111112,-0.007302512796687589,0.1384791946308725,10.3167,0.31501278528992455,13.458855555555555,0.0,0.0,0.0,22.21,0.006374296095415803,0.0,0.0,2.23,1.11,0.0,4.03,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0064-U001 in BLD-KRU-0064 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 1%."
331,BLD-KRU-0079-U004,BLD-KRU-0079,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,2,5,53.0,4,3.2,41.518963,19.820493,180,12.523900000000001,12.411000000000001,2.8758653827050638,2254.302,12.717255555555557,2289.106,2,2,2,3,1,0,8.561944444444444,0.6555555555555556,0,unknown,0.011111111111111112,0.016666666666666666,0.011111111111111112,0.005555555555555556,0.015204188884219441,0.2363,3.1309750000000003,0.22963017771661093,13.458855555555555,0.06946768628998491,5.800666666666672,78.30900000000007,14.61,0.0,1.27,6.95,5.03,0.56,1.16,4.02,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0079-U004 in BLD-KRU-0079 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 2%, peer low gap: 7%, weather mismatch: 1%."
332,BLD-DUR-0070-U005,BLD-DUR-0070,Durres,City,Residential,Apartment,Unknown,Individual Meter,TR-DUR,3,9,69.2,2,3.0,41.341773,19.453741,180,10.15076111111111,9.972999999999999,2.424670633311554,1827.137,10.087505555555556,1815.751,0,0,0,2,0,0,9.835944444444445,0.5833333333333334,0,unknown,0.0,0.011111111111111112,0.0,0.0,-0.006270683590426183,0.14668729929351315,5.075380555555555,0.23886589456405283,13.192930555555556,0.23059087832182856,0.0,0.0,7.31,0.0,0.0,23.06,0.38,0.0,0.0,4.01,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0070-U005 in BLD-DUR-0070 is Low risk because the strongest signal is below similar units. Expected gap: -1%, peer low gap: 23%, weather mismatch: 0%."
333,BLD-TIR-0059-U004,BLD-TIR-0059,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,8,8,62.4,1,5.2,41.360996,19.805972,180,11.387394444444446,11.2275,2.180345783906565,2049.731,11.277188888888888,2029.894,0,0,0,1,0,0,9.204055555555556,0.6166666666666667,0,unknown,0.0,0.005555555555555556,0.0,0.0,-0.00977243146686496,0.18249029558404561,11.387394444444446,0.19147012027587115,12.607433333333335,0.09677139324331585,0.0,0.0,17.13,0.0037190239459603054,0.0,9.68,0.19,0.0,0.0,4.0,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0059-U004 in BLD-TIR-0059 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 10%, weather mismatch: 0%."
334,BLD-ELB-0057-U004,BLD-ELB-0057,Elbasan,City,Residential,Apartment,Unknown,Individual Meter,TR-ELB,7,8,89.8,2,3.7,41.101906,20.100832,180,12.63541111111111,12.7355,3.1380064959446696,2274.374,12.52818888888889,2255.074,1,1,1,4,0,0,8.46711111111111,0.6611111111111111,0,unknown,0.005555555555555556,0.022222222222222223,0.005555555555555556,0.0,-0.008558477460162948,0.1407061370947785,6.317705555555555,0.24835016987972983,14.909188888888888,0.1525084828372064,0.0,0.0,11.35,0.0,0.0,15.25,2.99,0.0,0.0,3.98,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-ELB-0057-U004 in BLD-ELB-0057 is Low risk because the strongest signal is below similar units. Expected gap: -1%, peer low gap: 15%, weather mismatch: 0%."
335,BLD-TIR-0056-U001,BLD-TIR-0056,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,2,4,42.4,3,5.6,41.334918,19.840989,180,9.882427777777778,9.8225,2.195662247307635,1778.837,9.796744444444444,1763.414,1,1,1,1,0,0,9.06011111111111,0.6222222222222222,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.0,-0.00874610273027212,0.23307612683438156,3.2941425925925927,0.22217842585654238,12.607433333333335,0.21614276938913468,0.0,0.0,6.79,0.0,0.0,21.61,2.42,0.0,0.0,3.98,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0056-U001 in BLD-TIR-0056 is Low risk because the strongest signal is below similar units. Expected gap: -1%, peer low gap: 22%, weather mismatch: 0%."
336,BLD-PER-0004-U009,BLD-PER-0004,Permet,Village,Residential,Apartment,Unknown,Individual Meter,TR-PER,2,3,75.9,2,9.4,40.197226,20.302448,180,10.778311111111112,10.6345,2.391383181922312,1940.096,10.598155555555556,1907.6680000000001,0,0,0,0,0,0,8.360666666666667,0.6444444444444445,0,unknown,0.0,0.0,0.0,0.0,-0.01699876498426358,0.142006734006734,5.389155555555556,0.22186993465581917,13.084955555555554,0.1762821764774812,0.0,0.0,11.58,0.0,0.0,17.63,0.0,0.0,0.0,3.97,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PER-0004-U009 in BLD-PER-0004 is Low risk because the strongest signal is below similar units. Expected gap: -2%, peer low gap: 18%, weather mismatch: 0%."
337,BLD-PER-0007-U004,BLD-PER-0007,Permet,Village,Residential,Apartment,Unknown,Individual Meter,TR-PER,3,5,39.4,5,6.5,40.248393,20.374483,180,13.956711111111112,13.125,4.739391117209787,2512.208,14.22355,2560.239,2,2,2,0,2,0,7.988388888888889,0.6888888888888889,0,unknown,0.011111111111111112,0.0,0.011111111111111112,0.011111111111111112,0.018760357919709758,0.35423124647490134,2.791342222222222,0.33957793347436266,13.084955555555554,0.0,8.005166666666632,108.06974999999953,17.86,0.006455669670928526,1.56,0.0,4.47,1.11,1.6,3.93,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PER-0007-U004 in BLD-PER-0007 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 2%, peer low gap: 0%, weather mismatch: 1%."
338,BLD-BER-0016-U002,BLD-BER-0016,Berat,City,Residential,Apartment,Unknown,Individual Meter,TR-BER,7,9,95.9,1,7.5,40.712641,19.936192,180,12.499433333333334,12.112,3.965667133178626,2249.898,12.2217,2199.906,1,1,1,0,1,2,9.166888888888888,0.5722222222222222,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.016666666666666666,-0.022724607324131164,0.130338199513382,12.499433333333334,0.31726775345911357,12.972805555555556,0.03648957969770096,0.0,0.0,19.67,0.0,0.0,3.65,2.23,1.67,0.0,3.92,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-BER-0016-U002 in BLD-BER-0016 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 4%, weather mismatch: 2%."
339,BLD-PES-0006-U004,BLD-PES-0006,Peshkopi,Village,Residential,Apartment,Unknown,Individual Meter,TR-PES,1,6,55.3,6,5.5,41.705164,20.408129,180,18.091783333333336,18.061999999999998,4.957836264707984,3256.521,17.372866666666667,3127.116,1,1,1,1,1,1,5.317166666666667,0.8611111111111112,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.011111111111111112,-0.04138157970475043,0.32715702230259197,3.0152972222222227,0.27403800793774613,13.497733333333334,0.0,0.0,0.0,22.69,0.0,0.0,0.0,2.42,1.11,0.0,3.92,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0006-U004 in BLD-PES-0006 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -4%, peer low gap: 0%, weather mismatch: 1%."
340,BLD-PES-0010-U001,BLD-PES-0010,Peshkopi,City,Residential,Apartment,Unknown,Individual Meter,TR-PES,1,7,78.9,2,4.9,41.687241,20.388275,180,11.731983333333334,11.2875,2.6767953542315768,2111.757,11.778372222222222,2120.107,0,0,0,1,0,0,5.3164444444444445,0.8388888888888889,0,unknown,0.0,0.005555555555555556,0.0,0.0,0.003938480463485978,0.14869433882551752,5.865991666666667,0.2281622193091742,13.832088888888888,0.15182851790683172,1.3916666666666444,18.7874999999997,12.07,0.00250127356087621,0.33,15.18,0.19,0.0,0.28,3.92,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0010-U001 in BLD-PES-0010 is Low risk because the strongest signal is below similar units. Expected gap: 0%, peer low gap: 15%, weather mismatch: 0%."
